id,client_id,latitude,longitude,min_budget,max_budget,desired_area_min,desired_area_max,property_type,floors,rooms,has_parking,distance_to_city_center,hospital_nearby,police_station_nearby,fire_station_nearby,public_transport_accessible,created_at
235,928,34.36746,2.16884,132021,279237,56,138,House,5,1,True,2.7,True,True,True,False,2024-12-21 03:46:56
236,503,35.28227,1.66189,81731,362487,83,133,House,5,5,False,17.7,False,False,True,True,2024-08-26 08:34:13
237,523,34.11709,5.03883,107510,393620,54,75,Villa,4,3,True,9.3,True,True,False,False,2025-04-08 04:59:52
238,911,34.20621,3.23595,83740,197355,64,156,House,5,1,False,17.0,False,False,True,False,2025-05-02 12:15:19
239,432,36.17625,1.84376,167181,320713,57,98,Villa,3,1,False,9.0,False,False,True,True,2025-07-14 05:19:58
240,462,36.24658,6.88839,153500,219989,61,146,Villa,3,1,True,1.2,False,False,False,True,2025-06-02 22:25:11
241,632,35.29341,7.11209,58615,305454,91,191,Villa,4,1,True,13.7,True,False,False,True,2025-02-12 01:47:26
242,783,35.54066,4.81648,171377,378494,67,144,Studio,2,3,True,6.2,False,True,False,False,2024-10-06 19:01:03
243,547,34.24302,0.58393,129888,369012,69,146,Studio,5,4,False,19.3,False,False,False,False,2025-03-24 05:31:03
244,402,35.86326,7.73098,156849,347732,71,136,Villa,1,1,True,8.8,True,False,True,True,2024-11-21 00:39:59
245,588,36.83862,2.81966,64591,115916,74,158,Studio,1,5,True,16.2,False,False,False,True,2025-02-23 17:14:10
246,657,36.42787,3.39911,159060,236595,100,169,Villa,4,2,True,7.0,True,False,True,True,2024-10-05 04:35:10
247,299,36.04401,0.04421,144518,289016,76,141,Villa,1,5,True,15.4,True,False,False,True,2025-07-06 10:23:36
248,155,35.3291,4.29334,119638,350921,88,157,Villa,2,2,True,1.7,False,True,False,False,2024-12-05 08:01:26
249,276,34.22747,2.06529,182525,264693,72,115,Apartment,4,2,False,12.4,False,False,False,True,2024-09-28 19:38:54
250,906,34.98848,3.45103,57921,318849,100,159,House,5,5,False,16.6,True,True,True,False,2025-01-15 17:36:23
251,686,36.66931,0.94404,167355,306914,50,85,Studio,2,3,True,12.6,False,True,False,True,2025-01-27 16:14:38
252,618,34.81073,1.0218,175448,412747,57,152,Apartment,3,3,False,11.6,True,True,False,False,2025-01-03 12:01:50
253,244,36.25151,3.45852,170470,375474,87,183,Studio,3,3,True,1.0,False,False,True,False,2024-08-24 17:15:23
254,137,36.01681,5.60277,51494,235863,81,165,Studio,2,2,True,13.3,False,True,False,False,2024-11-08 21:12:10
255,338,36.89402,2.11692,167393,446050,91,151,Apartment,2,3,True,9.7,False,True,False,False,2024-08-05 09:39:46
256,115,34.98125,5.93725,106655,321724,78,158,House,4,2,True,11.7,False,True,False,True,2024-12-08 01:28:05
257,461,36.88197,5.88734,93835,196538,86,139,Apartment,1,5,True,12.8,True,True,True,False,2025-02-18 19:43:38
258,450,35.77587,3.86081,165825,436235,66,124,Studio,3,5,True,3.3,True,False,True,False,2024-08-18 10:16:10
259,727,36.29625,3.8944,162359,319820,79,106,Apartment,4,5,True,6.5,False,True,True,False,2025-05-27 19:13:47
260,413,36.71103,2.91398,69834,328119,51,86,Studio,4,3,True,1.6,False,True,False,False,2025-02-21 03:06:26
261,988,35.82429,5.52029,112908,310582,86,184,Villa,3,5,True,15.1,False,False,True,True,2024-09-13 14:45:29
262,908,36.50451,0.71705,191059,253371,82,170,Studio,1,4,True,2.1,True,True,True,False,2025-02-14 03:44:57
263,947,34.89223,3.05556,122548,177657,96,175,Apartment,3,1,False,2.2,False,False,False,True,2025-06-30 05:32:53
264,361,35.978,1.22205,51481,351354,69,141,Villa,2,4,False,14.4,False,True,True,False,2025-05-12 18:56:45
265,888,34.07343,-0.11055,144165,346305,60,151,Villa,3,1,True,4.8,True,False,True,True,2024-12-30 13:30:22
266,237,34.24399,0.28498,190963,320311,54,101,Villa,4,6,True,5.7,True,True,False,True,2024-08-04 07:02:38
267,409,35.44074,2.85109,185427,475427,61,150,House,2,6,False,8.2,True,False,True,True,2025-07-05 13:56:54
268,822,34.74046,7.18298,90483,254504,49,100,Studio,1,4,True,1.7,True,False,False,False,2025-04-28 15:57:32
269,310,36.74422,6.54815,197468,338307,64,112,House,4,4,True,9.7,False,False,False,True,2024-09-28 06:35:56
270,650,35.97346,1.75899,69851,249084,84,132,Studio,3,5,True,7.0,False,False,False,False,2024-11-15 10:17:34
271,497,36.51555,5.0205,95311,296675,87,128,Villa,3,5,True,9.1,True,False,True,True,2025-06-17 21:50:15
272,356,36.52875,3.81649,75403,299462,80,129,House,3,2,False,13.8,True,False,False,True,2025-04-21 07:13:56
273,933,35.44501,5.79133,65864,217781,45,84,Villa,4,4,False,17.4,True,False,False,True,2024-11-29 11:10:15
274,540,36.50397,4.10494,143790,404722,60,147,House,3,4,False,19.8,True,False,False,False,2024-09-30 23:57:13
275,243,34.81998,-0.92402,173807,371318,99,191,Studio,1,2,False,1.4,False,False,True,True,2025-01-08 02:00:39
276,255,34.39448,4.96972,79560,275409,98,192,Studio,3,5,False,9.3,False,False,True,False,2025-02-23 11:24:19
277,407,35.501,4.28576,148211,306197,55,143,Villa,1,3,False,9.7,False,True,True,True,2024-09-04 21:17:36
278,194,36.31524,4.33476,181619,274927,57,107,Studio,3,1,False,15.5,True,True,False,True,2025-02-10 08:32:26
279,335,35.31311,1.0928,91089,346773,51,108,House,4,1,False,4.0,False,False,True,True,2025-04-12 20:09:01
280,784,34.62122,3.16779,151951,261079,93,173,House,2,1,False,19.8,True,False,False,False,2025-07-15 15:44:01
281,611,35.13541,3.42098,58823,111654,46,135,Apartment,1,1,False,15.2,False,False,True,False,2025-02-26 15:20:43
282,674,35.80397,0.16392,197807,315231,60,113,House,5,3,False,17.2,False,False,True,False,2024-08-10 21:38:29
283,563,35.47905,3.7159,53952,277635,79,100,House,1,1,False,4.7,True,True,True,False,2024-09-10 22:30:44
284,979,34.26865,0.39901,195883,469537,57,137,House,4,6,False,11.6,True,True,True,False,2024-10-12 15:30:55
285,269,36.06961,2.48786,189279,303962,45,97,Villa,4,5,True,10.4,False,False,False,True,2025-02-21 10:49:22
286,797,35.30427,3.12622,88618,318250,99,160,Villa,2,2,True,13.9,True,True,False,True,2025-01-25 06:28:35
287,305,36.59059,4.2431,66235,134874,82,140,Studio,2,2,False,7.6,True,True,True,True,2025-03-25 02:26:27
288,447,34.26786,5.42537,159681,282153,72,119,House,5,4,False,17.7,True,True,True,False,2025-05-14 15:14:59
289,266,36.31385,6.8333,144681,262881,40,79,Villa,5,1,True,14.5,False,True,True,True,2025-06-21 09:27:30
290,904,36.80777,6.27368,71954,284315,82,167,Apartment,1,6,False,8.1,False,True,True,False,2024-10-27 19:09:23
291,921,35.81646,3.67051,87134,373722,64,149,Apartment,4,5,False,2.0,False,False,True,False,2025-02-07 16:54:34
292,279,35.28442,4.29269,134119,414641,64,99,Apartment,4,5,False,8.3,True,True,True,True,2024-08-29 23:31:15
293,878,34.53526,4.37221,81083,333495,85,151,Villa,1,3,True,15.5,False,True,True,True,2025-06-30 17:29:23
294,354,36.75156,1.62007,155053,424610,65,85,Villa,1,1,False,16.0,False,False,True,True,2025-01-13 22:36:15
295,510,36.43142,1.97875,90406,370881,65,126,Villa,2,2,False,6.0,True,True,True,False,2024-12-18 23:32:23
296,208,36.65442,6.51382,79050,278421,98,163,Villa,5,6,True,11.0,False,False,True,False,2024-11-28 10:46:26
297,724,34.78136,7.37336,177460,449032,75,165,Apartment,3,4,False,15.2,True,True,True,False,2025-02-08 21:18:41
298,566,35.76188,2.95636,149225,211129,77,130,Apartment,3,1,True,7.7,True,False,True,False,2024-11-07 09:16:23
299,841,36.00412,2.39841,142280,216314,79,126,House,1,3,True,3.7,True,False,False,False,2024-07-29 17:29:09
300,459,36.86683,2.63487,167983,416540,96,121,Apartment,1,3,True,12.5,True,True,True,False,2024-11-30 01:32:22
301,343,36.01187,7.02182,114673,391312,94,125,Studio,2,1,False,15.8,False,False,True,False,2025-02-09 12:39:13
302,416,35.62867,1.10152,182194,388936,54,99,Apartment,3,4,False,14.9,True,True,False,False,2025-05-15 15:30:27
303,418,35.69856,5.0619,115280,282111,71,137,Apartment,2,5,True,12.3,False,False,False,True,2024-08-18 04:10:13
304,893,34.14412,0.61957,83535,142889,60,146,Villa,5,1,False,6.6,True,False,False,True,2025-04-23 21:23:20
305,422,36.62967,5.64383,125450,183449,84,170,Studio,2,5,True,12.9,False,False,False,True,2024-08-05 20:37:15
306,352,36.10671,4.23852,98529,381244,97,171,House,4,6,False,11.7,False,True,False,True,2025-04-30 04:06:05
307,802,36.12862,3.63196,168439,355511,97,153,House,3,3,False,8.6,False,True,True,True,2024-12-31 02:01:43
308,103,34.23343,2.39846,134642,298768,94,185,Apartment,5,1,True,7.3,True,True,False,False,2024-08-17 14:58:37
309,823,36.83138,0.05174,196701,480608,95,115,Studio,5,4,False,9.2,False,True,False,True,2025-01-25 16:02:42
310,419,36.22756,7.52238,59662,304210,98,175,Villa,1,5,True,14.3,False,True,True,True,2024-07-26 21:31:43
311,545,35.80501,4.45856,93519,177883,100,122,Villa,1,5,False,9.3,False,True,True,True,2025-07-02 16:09:36
312,912,36.81018,-0.5855,141668,414176,54,133,House,1,2,False,8.0,False,False,False,True,2025-06-14 08:21:28
313,237,34.69762,1.14886,191071,374847,52,99,House,1,1,True,18.0,False,True,True,True,2024-12-24 02:33:59
314,713,34.30386,7.78841,155795,448464,60,120,House,3,4,False,16.6,True,False,False,False,2025-05-10 15:02:18
315,584,34.97062,5.72013,71441,330857,60,133,Villa,2,6,True,2.3,True,False,False,False,2025-04-29 15:01:31
316,972,34.14453,4.75611,84859,268188,46,118,Studio,3,1,True,2.7,False,True,True,False,2025-02-24 22:05:45
317,760,35.31351,4.00172,92012,337314,68,100,Apartment,3,4,True,18.6,False,True,False,False,2024-08-06 04:33:27
318,700,34.08732,-0.7544,156824,353363,73,95,House,4,3,False,8.2,True,True,False,False,2025-02-14 17:06:25
319,138,35.46523,7.5169,103652,186544,63,146,Apartment,5,3,True,11.0,True,False,False,False,2024-09-20 14:26:43
320,852,35.10202,1.80894,72654,285410,99,128,Villa,4,2,False,10.9,True,False,False,False,2025-03-31 00:03:54
321,479,35.67809,3.81109,129889,329186,93,165,House,4,5,False,8.2,True,True,False,False,2025-02-17 02:26:28
322,529,36.40671,1.83291,50194,265168,42,92,House,1,6,True,10.2,True,False,True,True,2024-12-26 04:04:21
323,612,35.13768,-0.28314,135910,346335,54,132,Villa,5,2,True,1.4,False,False,True,True,2024-12-24 19:22:38
324,190,34.36102,3.2541,85358,229008,51,77,Villa,2,4,True,2.2,True,True,True,True,2025-07-01 17:16:37
325,347,34.55272,0.28215,138599,217317,80,141,Villa,2,4,False,14.4,False,False,False,True,2025-05-24 02:25:49
326,276,35.73787,7.24539,72846,151915,74,107,House,5,4,True,14.1,False,True,False,False,2025-03-17 04:51:24
327,725,35.22231,-0.8552,83003,216054,53,117,Villa,2,4,False,4.6,True,False,True,True,2025-05-21 15:27:42
328,716,35.86829,7.22897,150123,433848,64,164,Villa,5,2,True,7.4,False,False,False,True,2025-04-10 14:44:38
329,121,36.6933,2.81373,196890,306766,95,180,Apartment,1,3,True,19.0,False,False,False,False,2025-04-04 00:06:06
330,752,35.45657,1.53414,66234,325642,49,70,House,2,2,True,6.1,True,False,False,True,2025-04-27 01:00:53
331,111,34.51481,7.67486,109745,328664,57,100,Apartment,5,5,False,3.6,True,True,False,False,2024-12-20 20:45:56
332,417,34.41316,1.15459,156172,252771,73,102,Studio,5,4,False,5.6,False,True,False,True,2025-01-10 02:46:48
333,822,36.41348,0.72054,196130,393601,61,127,Apartment,4,6,False,13.0,True,False,False,True,2024-12-05 21:35:27
334,879,35.65485,5.78411,131575,411968,83,154,House,5,5,True,4.7,False,True,True,False,2025-02-01 21:55:30
335,801,34.56813,1.80283,127690,222169,70,113,Apartment,1,4,True,10.7,True,True,False,False,2024-10-02 11:55:28
336,270,35.51138,-0.31442,152073,244308,68,118,Villa,3,4,True,14.2,False,False,True,False,2024-12-27 23:32:35
337,954,35.67878,2.81711,147661,377078,85,175,Villa,5,4,False,5.7,True,False,True,False,2025-02-19 17:19:48
338,722,35.35551,4.4125,102885,383505,77,158,House,3,2,False,1.4,True,True,True,False,2024-08-08 15:42:10
339,718,36.37306,0.90023,119861,280966,85,172,House,3,3,True,6.8,True,True,True,False,2024-10-16 14:06:56
340,400,35.05975,7.2907,189470,405410,75,145,Studio,4,2,False,14.8,True,False,False,False,2025-05-11 18:54:40
341,501,36.96601,0.65409,136341,347051,79,101,Villa,4,1,True,10.3,False,True,True,False,2025-05-10 22:53:57
342,675,34.73405,2.29831,171434,228164,96,190,Apartment,5,2,False,12.8,True,True,False,True,2025-02-12 22:25:51
343,737,34.72354,0.51469,73225,135198,48,115,Villa,4,5,False,19.4,True,True,False,True,2025-07-15 12:45:28
344,742,35.38084,3.87041,137981,421229,42,139,Villa,4,1,False,18.3,True,False,True,False,2025-05-25 09:09:04
345,857,36.69628,7.09961,121267,389614,89,156,Studio,2,4,True,6.8,True,True,False,True,2024-12-04 21:27:30
346,228,35.20605,2.58652,60386,143852,87,181,Studio,1,3,True,12.8,False,False,False,False,2025-03-31 04:11:10
347,108,34.83651,-0.80876,122874,215377,80,147,Studio,4,1,False,2.7,False,True,False,True,2025-04-19 12:24:16
348,683,34.29484,6.60883,90664,305933,66,124,Studio,5,1,False,7.2,True,True,False,False,2024-12-22 21:31:18
349,190,36.69666,-0.43792,89459,371802,55,100,Villa,1,5,False,8.1,True,False,True,False,2024-10-19 16:09:02
350,748,34.87817,1.04075,76012,286224,53,91,Studio,5,5,False,19.0,True,True,False,False,2024-07-25 07:42:26
351,598,35.67531,0.66383,154949,392782,51,79,House,4,3,True,3.5,True,True,True,True,2025-03-30 01:20:59
352,473,34.37733,3.68047,57964,317766,65,108,Apartment,5,6,True,18.3,False,False,False,False,2024-09-04 02:25:19
353,991,36.37209,7.27228,112029,332713,88,165,Studio,5,3,True,3.7,True,True,False,True,2024-08-07 05:21:11
354,239,35.97588,1.43273,50917,194825,59,151,House,2,5,False,17.9,False,True,False,False,2025-04-19 08:30:36
355,374,34.07093,2.94675,158653,364050,89,135,House,1,2,False,7.8,True,False,True,True,2025-01-25 03:55:41
356,380,35.46316,2.79051,144805,310414,97,188,Studio,4,2,False,19.3,True,False,False,False,2025-03-13 01:38:37
357,905,35.13465,7.76481,138840,240440,68,116,Villa,4,1,False,10.5,False,True,True,False,2025-03-14 07:55:51
358,816,34.1398,7.55843,114126,220658,55,129,Studio,1,4,False,14.2,False,False,False,False,2024-09-17 08:49:53
359,796,35.94151,2.41513,61957,264968,98,142,Apartment,2,6,False,19.2,True,False,True,False,2024-08-19 23:42:20
360,977,36.80554,3.38982,90304,182603,88,109,Studio,2,4,True,1.2,False,False,False,True,2024-11-06 07:44:53
361,589,34.26507,0.69598,160752,456293,50,149,House,5,6,True,15.5,True,True,False,True,2025-03-14 06:54:36
362,246,35.17045,0.39806,80856,239511,88,181,Apartment,4,3,True,18.3,True,False,True,False,2024-07-22 00:38:00
363,528,34.96895,3.71417,104262,182065,91,117,Studio,3,4,False,18.0,False,True,False,True,2025-01-08 10:40:39
364,459,35.3193,2.16863,50770,247468,72,136,Apartment,4,5,False,14.9,False,True,True,False,2024-10-20 18:55:21
365,142,34.4625,2.1809,81510,133535,63,121,Apartment,4,3,False,1.5,True,False,True,True,2024-09-26 07:09:55
366,887,36.38193,7.10645,181023,322236,88,111,Villa,3,5,False,17.0,False,False,True,True,2024-08-01 23:56:24
367,551,35.14776,2.25717,145892,253066,90,171,Apartment,2,4,True,15.5,False,True,True,False,2025-02-23 04:41:11
368,213,35.21144,4.66239,198129,473349,79,135,Studio,5,6,False,7.2,False,False,False,False,2025-03-25 12:32:00
369,225,36.18003,2.07808,130606,194548,59,159,Studio,5,3,True,11.1,True,False,False,False,2024-12-29 11:06:10
370,924,36.66778,5.66872,154111,371334,62,123,House,5,2,True,16.2,True,False,False,False,2025-02-26 18:33:16
371,372,34.94957,-0.1761,112068,357677,57,80,Apartment,4,3,True,6.1,False,False,False,False,2025-06-07 07:11:52
372,465,34.5745,6.05663,129925,378908,86,113,House,1,1,False,18.2,False,False,True,True,2024-10-04 14:48:57
373,794,34.20525,4.09166,151070,228332,69,95,Apartment,1,4,True,2.3,True,True,True,True,2025-06-29 20:23:37
374,200,36.81621,1.02652,97033,222773,61,139,House,1,6,False,2.8,True,True,False,False,2024-08-20 16:56:06
375,698,35.66104,4.29663,190016,289518,91,162,House,2,1,False,9.6,True,False,True,False,2025-02-19 07:07:33
376,795,36.74339,1.39464,116184,257233,86,122,Studio,5,1,True,14.6,False,False,False,False,2024-11-18 13:22:35
377,790,36.71767,5.05102,124535,228441,61,131,Villa,1,6,True,16.0,False,True,True,False,2025-05-21 23:10:18
378,731,35.35809,3.64947,121187,253103,99,144,Villa,1,4,False,16.8,False,False,True,True,2025-01-31 18:47:57
379,263,34.3237,3.37612,194562,260477,73,110,Villa,4,2,False,6.2,False,False,True,True,2025-05-28 00:28:48
380,446,34.87472,0.68084,199785,290827,61,142,House,5,6,False,12.0,True,False,False,False,2025-05-28 09:14:27
381,259,34.40383,0.47824,118897,402645,42,76,House,3,5,True,15.6,False,True,False,True,2025-04-25 05:08:58
382,387,36.44014,1.89107,63695,189228,42,85,Villa,2,2,True,4.5,True,True,True,False,2025-01-13 11:02:02
383,981,35.99233,6.04633,161310,290597,94,133,House,1,5,False,16.5,False,True,False,True,2024-12-18 20:24:02
384,508,36.09198,5.3127,171668,389367,72,160,Apartment,3,5,False,19.2,False,False,False,True,2025-02-13 23:42:34
385,158,36.14699,5.203,107453,176808,72,128,House,2,4,False,3.8,False,False,True,False,2024-10-31 11:59:08
386,759,35.40019,7.31819,141530,266122,78,165,Villa,1,1,True,2.3,True,True,True,True,2025-04-05 05:43:08
387,612,35.8132,3.93462,148127,233155,97,185,Villa,2,2,True,15.0,True,True,False,True,2025-03-04 03:16:07
388,576,35.35504,3.39521,156345,226571,77,135,Apartment,3,6,False,6.8,False,True,True,True,2024-10-29 13:00:29
389,351,34.41365,0.84612,167787,275820,67,117,Studio,3,6,True,18.7,False,False,True,False,2025-07-05 15:24:16
390,934,35.66936,7.15945,129252,244806,80,108,Villa,2,6,True,2.0,True,False,False,True,2025-01-02 13:18:04
391,382,35.07612,7.27967,50715,307892,59,106,House,5,2,True,1.5,True,False,True,False,2024-11-27 03:14:46
392,924,35.43394,4.85589,172605,451964,61,104,Apartment,3,3,False,2.2,False,False,True,False,2025-05-29 04:46:34
393,329,35.11337,0.04982,170214,223179,58,100,House,5,3,True,4.5,False,True,False,True,2024-10-29 02:31:20
394,388,36.1988,7.45864,108152,201640,56,130,Apartment,4,4,True,15.6,True,True,False,False,2025-07-11 11:58:45
395,544,36.52771,3.18981,93927,369939,58,122,Studio,3,4,False,4.8,True,True,False,False,2024-11-05 18:04:26
396,654,36.698,4.69418,51196,121239,58,104,Studio,2,2,True,2.3,True,True,True,True,2025-04-14 19:17:50
397,378,34.61333,4.686,198075,368202,100,146,Studio,4,4,True,19.8,True,False,True,True,2025-04-20 19:36:26
398,839,35.28402,6.78733,122620,389811,71,151,Villa,4,5,True,15.7,True,False,False,True,2024-09-27 02:29:57
399,767,35.28232,4.89943,181260,404977,96,189,Apartment,5,4,False,6.4,True,False,False,True,2025-07-13 10:57:25
400,629,36.26176,-0.9212,150718,297774,96,194,Villa,3,1,True,6.1,True,True,False,False,2025-06-26 04:19:01
401,859,35.4006,2.86834,121492,402816,60,80,Apartment,2,2,False,6.3,False,False,True,False,2024-11-03 08:56:49
402,455,36.38558,4.97792,122006,353720,77,140,Apartment,2,1,True,18.6,False,False,False,False,2025-02-21 07:17:57
403,351,36.95503,3.21244,138071,343677,99,166,Apartment,1,4,True,12.1,True,False,True,False,2025-03-02 06:48:14
404,486,34.24231,0.70199,153464,425723,59,83,Studio,4,2,False,16.3,False,True,True,False,2025-01-29 21:17:53
405,271,34.6858,7.07658,195569,310172,81,115,House,4,5,False,9.8,False,False,True,False,2025-02-08 05:19:59
406,755,35.07486,0.55299,121175,182575,93,118,Studio,3,1,True,16.9,True,False,False,False,2025-05-01 21:47:52
407,260,35.10539,7.5688,65365,207311,89,124,Apartment,2,5,True,14.3,True,False,False,False,2025-04-10 09:50:02
408,366,36.39986,5.4876,50453,183962,77,129,Studio,2,3,True,2.9,False,True,True,False,2024-07-22 18:31:13
409,330,35.70337,2.01812,140155,325923,73,113,House,3,1,True,17.9,True,False,False,True,2025-02-08 01:43:50
410,905,36.16456,4.98012,131518,260644,78,172,Villa,2,3,True,18.4,True,True,True,False,2025-03-18 18:13:48
411,396,35.11518,3.75175,190607,453677,53,116,Villa,1,1,True,4.7,False,True,True,False,2024-08-19 12:39:56
412,799,35.19767,-0.4227,156282,373986,70,102,Apartment,4,2,False,6.2,False,True,False,False,2025-04-12 15:00:22
413,837,34.89738,4.77429,131231,401179,75,155,Villa,5,1,False,5.7,True,False,False,False,2025-03-18 13:22:59
414,923,34.24573,7.69251,121269,219733,42,79,House,1,6,False,9.1,True,True,True,True,2025-05-23 06:12:01
415,746,35.54898,-0.17798,96934,325143,68,106,Villa,2,5,True,19.7,True,True,False,False,2025-04-06 11:27:14
416,755,36.71109,7.9155,57126,343565,77,168,House,1,6,True,6.6,False,True,True,True,2024-11-26 21:07:03
417,922,36.2075,0.20579,108237,401873,71,94,Studio,4,3,False,13.8,True,False,True,True,2024-11-02 07:37:56
418,790,36.12277,3.29904,148640,266566,63,118,Studio,2,5,True,2.8,False,True,False,True,2025-06-13 12:12:06
419,811,36.16348,5.90998,130628,430524,96,136,House,3,2,False,9.7,False,True,False,False,2024-09-26 11:26:37
420,453,36.78641,4.74827,88586,201380,74,99,Apartment,1,2,False,10.4,True,False,True,True,2025-03-18 13:48:25
421,682,36.68157,6.84356,82060,150161,73,141,Apartment,5,5,False,17.1,False,True,False,False,2025-01-24 00:08:29
422,432,34.28427,5.68338,167891,404083,40,70,House,3,6,True,12.0,False,False,False,True,2024-11-22 23:40:25
423,688,34.59281,-0.16765,171933,241865,59,91,House,5,3,False,15.2,False,True,False,False,2025-02-08 21:38:41
424,939,34.07885,-0.3608,128254,184468,69,90,House,2,6,True,18.2,True,False,False,False,2024-07-26 03:36:03
425,713,35.31349,3.76098,142321,254146,43,128,Studio,4,4,True,5.5,False,False,True,False,2024-11-12 04:29:30
426,306,34.64275,4.52632,156639,300098,90,137,Studio,3,5,True,9.4,False,True,False,True,2025-01-14 11:00:14
427,855,35.90736,0.31522,197605,263940,53,105,Villa,1,2,True,1.3,False,True,True,False,2024-11-10 18:46:30
428,475,36.0409,2.20254,113044,172250,55,146,Villa,1,3,False,13.5,False,False,False,False,2024-10-14 18:57:20
429,495,36.5079,2.37039,56874,227089,81,131,Studio,2,3,False,10.5,True,False,False,False,2024-08-29 05:40:26
430,221,35.48002,2.95663,56092,207001,41,106,Apartment,1,1,False,17.2,True,False,False,True,2024-08-15 23:51:35
431,329,35.54612,0.00956,193444,484487,86,155,House,3,2,False,13.6,False,False,True,True,2024-10-08 17:42:42
432,826,35.62391,0.47414,101321,166668,93,186,House,2,2,True,19.1,True,False,True,False,2024-10-10 04:01:20
433,326,36.20977,0.41601,172526,381151,95,170,Apartment,3,3,True,6.8,True,False,True,False,2025-01-05 04:38:20
434,915,34.24924,0.97704,130175,288105,59,114,Villa,5,1,True,12.6,False,True,False,True,2025-04-15 14:28:58
435,753,35.34795,1.15377,99250,320659,76,171,Villa,3,5,True,5.0,False,True,True,True,2024-10-13 07:08:19
436,969,34.17452,1.45103,113600,359010,67,138,Apartment,5,4,True,17.2,True,False,False,True,2024-11-04 13:54:27
437,352,36.75092,3.71754,170728,238785,89,127,Studio,4,3,True,14.6,True,True,True,True,2025-02-13 16:33:45
438,858,36.79421,1.61929,70242,345103,49,132,Villa,5,1,True,9.6,False,True,True,True,2025-03-26 12:22:06
439,136,35.02263,2.58599,77676,171259,77,175,Villa,2,3,False,1.3,False,True,False,True,2024-11-20 12:41:12
440,452,35.75091,1.77873,123555,413569,77,116,Studio,3,6,True,9.0,False,False,True,False,2025-04-29 20:59:22
441,502,35.21939,0.94328,121940,308270,90,140,House,5,2,True,6.3,False,True,False,False,2024-08-22 23:42:28
442,248,35.12066,1.60605,152903,367602,97,172,Studio,3,4,True,14.6,True,False,True,False,2025-06-25 04:18:44
443,116,35.81012,-0.5029,195451,418712,75,111,Villa,3,1,True,1.8,True,True,True,True,2024-10-08 16:27:18
444,422,36.67595,7.13764,87267,250118,40,130,Studio,5,6,True,9.8,False,False,False,True,2024-11-05 17:08:46
445,347,36.95504,4.58622,153931,284719,74,132,House,1,4,False,6.1,True,True,False,True,2025-01-20 18:21:57
446,892,35.64063,0.2703,130428,356135,66,153,Apartment,2,1,True,17.9,True,False,False,True,2025-04-27 14:29:15
447,793,36.86638,2.23572,104312,323236,98,190,Apartment,3,3,True,7.0,True,False,True,True,2025-03-16 22:31:38
448,619,35.31501,4.04811,58911,265898,95,123,House,5,3,False,15.9,False,True,True,False,2025-07-05 07:19:16
449,482,34.8764,2.1179,63654,222259,57,84,Apartment,3,6,False,3.1,True,True,False,True,2025-05-16 00:35:51
450,241,36.823,-0.91861,90031,227931,88,135,Apartment,2,4,False,13.7,True,False,False,False,2024-11-27 21:32:53
451,348,34.70797,6.83806,98828,341897,98,165,House,3,6,False,4.6,True,True,True,False,2024-11-22 20:59:50
452,318,36.63147,6.64795,106239,234484,87,160,Villa,4,5,False,2.4,True,False,False,False,2025-05-07 01:00:12
453,956,35.35309,2.32664,120553,229001,77,113,Apartment,5,2,False,2.6,True,False,False,True,2025-05-31 20:05:58
454,447,34.66482,3.38382,93976,329412,67,89,Villa,2,3,True,10.2,True,True,False,True,2025-05-01 04:32:47
455,949,36.51837,1.08081,118804,350365,77,147,Apartment,4,2,True,5.0,False,False,True,True,2024-09-14 01:40:49
456,481,36.73316,0.80834,112090,286849,100,189,Studio,1,4,True,18.5,False,True,True,False,2025-01-31 08:43:00
457,619,34.60508,7.07618,73377,310274,47,114,Apartment,1,4,True,5.4,False,False,False,True,2025-05-14 19:05:42
458,637,34.29091,-0.61408,168872,269216,60,89,Villa,4,1,True,9.5,True,False,True,False,2024-12-02 17:29:37
459,232,36.93883,-0.5837,181145,377937,67,123,Studio,1,1,True,2.9,True,True,False,True,2024-10-30 19:34:53
460,169,36.11085,-0.6523,58600,154936,87,113,Apartment,4,3,True,5.9,True,True,False,False,2024-08-04 20:33:02
461,379,36.70258,1.8729,121380,202345,98,139,House,4,2,False,14.7,True,False,False,False,2024-10-25 01:08:54
462,287,34.64237,7.89041,75108,196734,96,117,Villa,3,5,True,15.2,False,False,False,True,2024-11-22 10:56:12
463,339,34.93436,7.4643,194491,315778,97,182,House,2,3,True,12.0,True,False,False,True,2024-07-28 22:03:56
464,977,34.27303,-0.26518,150339,208805,45,136,Villa,4,2,True,3.7,False,True,False,False,2024-11-16 15:16:39
465,238,36.65833,-0.15506,87906,272212,55,84,Studio,4,3,True,13.4,True,True,False,True,2025-04-18 05:25:26
466,807,34.81564,6.92397,115290,333942,48,87,Studio,4,5,False,18.9,False,True,False,True,2024-12-01 03:03:39
467,303,36.39385,0.54148,153721,278104,80,126,Villa,3,3,False,14.7,False,True,True,True,2025-04-10 09:36:29
468,880,35.32275,5.25912,109911,404849,88,142,House,3,5,False,2.6,False,True,False,True,2025-05-11 06:53:48
469,970,36.05152,7.4694,178347,288319,82,118,House,4,3,False,15.1,False,False,False,True,2024-12-13 23:44:53
470,981,36.89865,2.39828,81855,335981,71,115,House,4,6,True,6.9,False,False,True,True,2024-10-18 04:02:41
